round,loss,accuracy,precision,recall,f1
0,2.30385028863255,0.1,0.01,0.1,0.01818181818181818
1,2.2982348490364943,0.1183,0.03243762799434781,0.11829999999999999,0.0498509424587779
2,2.1971864971933486,0.167,0.14012292440178495,0.16699999999999998,0.09762804932217918
3,2.1410985053340092,0.173,0.20490247215963273,0.173,0.08406927592196842
4,2.0800912063333055,0.2162,0.29101617437569793,0.2162,0.15599047801702923
5,2.0704850154586985,0.2365,0.22254401430252266,0.2365,0.17426055793476253
6,2.069156461124179,0.2391,0.29077309551152386,0.2391,0.19545743536277524
7,1.9627550538582137,0.2653,0.2922539574113881,0.2653,0.23782233219228882
8,1.9520329493510573,0.2599,0.28560924578122726,0.2599,0.19930450216863424
9,1.9191372183304798,0.2838,0.28649445736225265,0.28380000000000005,0.2349754192871075
10,1.966864145254787,0.2784,0.297361413523518,0.2784,0.2502764725469323
11,1.9995249192925948,0.2602,0.31356313282062587,0.2602,0.211646400987136
12,1.9823340011548392,0.2745,0.3239094324677036,0.27449999999999997,0.2481787060487422
13,1.9277319123473349,0.2896,0.3284781984750391,0.28959999999999997,0.2607922487902091
14,1.9781736603266076,0.2771,0.30382311587168515,0.2771,0.24813754236543278
15,1.950727953186518,0.2732,0.28558726186040034,0.2732,0.23379045823125982
16,1.9024162579186354,0.277,0.3192635413434063,0.277,0.23964563377365972
17,1.92360583438149,0.2973,0.3498686870916208,0.2973,0.2602994282600846
18,1.9483474040333228,0.2814,0.3033824985517187,0.2814,0.2470090386254052
19,1.9030227298978009,0.3026,0.3211809524972245,0.30260000000000004,0.2810061587261768
20,1.921934957745709,0.2664,0.3083054584959279,0.26639999999999997,0.22222169368406886
21,1.90518156938915,0.2756,0.3213457687208414,0.27559999999999996,0.23707980228792577
22,1.9474249172814284,0.2768,0.29404771436014343,0.2768,0.2443135900379198
23,1.8874279351174077,0.2821,0.32511596868079623,0.2821,0.24429442312733912
24,1.8926990741415868,0.2839,0.34638298220603336,0.2839,0.2551466789243866
25,1.8926306691350816,0.3071,0.3323788268884834,0.30710000000000004,0.2867116921968177
26,1.8860310617881486,0.2815,0.31741769984775264,0.2815,0.2458704895069305
27,1.933490301989302,0.288,0.3800987106367192,0.288,0.24954042272881344
28,1.8638370112527776,0.2917,0.28537264207558144,0.29169999999999996,0.2505618288565055
29,1.9270655610893346,0.2824,0.311352183168205,0.28240000000000004,0.24857741076268863
30,1.892697616468502,0.2683,0.32068673321783636,0.2683,0.21114514046001473
31,1.9582707519772686,0.2905,0.33525879636240974,0.29050000000000004,0.2755305314513469
32,1.879113244104989,0.2989,0.35874751373564473,0.29889999999999994,0.26626738604112593
33,1.917099641848214,0.2856,0.354309548252522,0.28559999999999997,0.2571216660512875
34,1.9197239468369303,0.2928,0.32662439594520787,0.29280000000000006,0.2571984017242791
35,1.8790372368655628,0.288,0.3319203213738663,0.288,0.24347103010108717
36,1.8932391390015808,0.2975,0.32764740671452136,0.2975,0.26249765652427415
