round,loss,accuracy,precision,recall,f1
0,2.3041524917264526,0.1064,0.020934668117721714,0.10640000000000001,0.03090496785004823
1,2.3313434244711186,0.1,0.01,0.1,0.01818181818181818
2,2.341462437110611,0.1255,0.15756429656014212,0.1255,0.05670980712828462
3,2.192625468290305,0.1571,0.09546219566369565,0.15710000000000002,0.07688541557497626
4,2.147157967845096,0.1911,0.16728738204274868,0.1911,0.12337955299327923
5,2.168680043160161,0.2061,0.14897896946668307,0.2061,0.1276392438423602
6,2.115642149237138,0.2088,0.24609646741687002,0.20879999999999993,0.15403442973726586
7,2.0910807847976685,0.2436,0.1892353852688357,0.24359999999999998,0.16833307991658344
8,2.0828071817567078,0.2281,0.23838241656475662,0.22810000000000002,0.16646852544314522
9,1.9815105773225616,0.2871,0.29366410531726955,0.2871,0.23791718514008248
10,2.0369137887713276,0.2605,0.2552824853849494,0.26050000000000006,0.21525833954251947
11,2.020042494882511,0.2689,0.27046938060767267,0.2689,0.22075648082525348
12,1.9761177920087982,0.2815,0.29759980927042307,0.2815,0.22627385376768613
13,2.018707700922519,0.2622,0.32248205738029756,0.2622,0.18858043718722725
14,2.0188150783128376,0.2699,0.2441030318125768,0.26990000000000003,0.24336533817908693
15,1.9596425989006139,0.2737,0.24074197189646201,0.2737,0.20513262167311536
16,1.9493073979510536,0.2904,0.32408572778994066,0.29040000000000005,0.24254313498208396
17,1.9586002932319158,0.2763,0.3523772709179858,0.27630000000000005,0.2383413786682953
18,1.9965481622309624,0.2675,0.29988431574417673,0.26749999999999996,0.20184910812366255
19,1.9599260137050967,0.2879,0.30399018267735317,0.2879,0.23389946243674045
20,1.9691324460355542,0.2768,0.34877474878514353,0.2768,0.23764830129391307
21,1.889241687859161,0.3178,0.31684067385739995,0.31779999999999997,0.2783400786357212
22,1.9540702376184584,0.3051,0.33357299950736546,0.30510000000000004,0.2765879005198741
23,1.9558846799633172,0.2886,0.3420807110538026,0.28859999999999997,0.23630554769994108
24,1.9214045533651039,0.3004,0.3936345008818044,0.3004,0.2772297255055277
25,1.948492602456974,0.2886,0.3957943419147134,0.2886,0.2127441010201548
26,1.8972513102277924,0.3047,0.32012445530784256,0.30469999999999997,0.25212024673889694
27,1.9064176942728743,0.2987,0.344820858413564,0.2987000000000001,0.2539743500167833
28,1.9170548915863037,0.3267,0.3566823806264268,0.32670000000000005,0.3038539198454089
29,1.8990359261066099,0.3309,0.3640914675120638,0.33089999999999997,0.30856523058445723
30,1.9096288032169584,0.3202,0.3664761198512517,0.3202,0.3023045120350318
31,1.914309439779837,0.3206,0.3616775116620846,0.3206,0.2836960470730797
32,1.9050304633152635,0.2999,0.3661281868722907,0.2999,0.25805488258741605
33,1.8946748172180563,0.3253,0.33391350489859545,0.3253,0.29282449612121964
34,1.9484630310082738,0.3185,0.3573688117467804,0.3185,0.28999052363305805
35,1.8828807360009303,0.346,0.36870738975119577,0.346,0.32416116726522215
