round,loss,accuracy,precision,recall,f1
0,2.306016746955582,0.0994,0.017419197389711292,0.0994,0.023155731058640373
1,2.7493864252597473,0.2085,0.10380817253698885,0.2085,0.11611662099320111
2,2.0974441947816294,0.2095,0.1394067770103253,0.20950000000000002,0.11624881879380333
3,2.178185182281687,0.1962,0.14938911215237566,0.1962,0.127176813089459
4,2.223926323878614,0.2084,0.1706028669595539,0.2084,0.13657371867188572
5,2.176566087746922,0.1876,0.13423294884314474,0.18759999999999996,0.09954692912519544
6,1.967056826700138,0.2509,0.1713084317785144,0.2509,0.1633745759254672
7,2.4200357787216764,0.2357,0.2167644319133145,0.23569999999999997,0.14885704921775908
8,2.7051241729832904,0.2576,0.21924415596306965,0.2576,0.2111245681647615
9,2.4789960474907597,0.208,0.2852742588837093,0.20800000000000002,0.1681121730682477
10,2.133352967757213,0.2101,0.19347317408063586,0.2101,0.14021484651299182
11,2.5922877426388897,0.1976,0.12166691041152478,0.1976,0.11815310458520253
12,2.080679472488693,0.187,0.15616453076373568,0.187,0.1193087717542626
13,2.1454505512986004,0.1862,0.16446324759454028,0.18619999999999998,0.116422643553559
14,2.0023144106321697,0.2077,0.20039810075441689,0.2077,0.13581079580424552
15,2.34424137012868,0.1918,0.16366157030271908,0.1918,0.09836360363487118
16,2.0914219557484492,0.2198,0.1789502488571526,0.2198,0.12149400535870285
17,2.141758900654467,0.1854,0.11516754106665197,0.1854,0.1120475908974139
18,2.103434630587131,0.1996,0.1807919970489752,0.1996,0.12075072065463592
19,2.128922133506099,0.1965,0.17233220333556035,0.19649999999999998,0.11535035191259213
20,2.090152634850031,0.1972,0.1783623028400476,0.19720000000000001,0.1524789325845767
21,2.134131597567208,0.2035,0.2399502047319017,0.20350000000000001,0.11878638957727934
22,2.1239347005192237,0.1815,0.15194213822925295,0.1815,0.11782212872478244
23,2.0515499416785903,0.2156,0.24476375308981782,0.2156,0.15684373521736378
24,2.070572688609739,0.2479,0.17559833156540644,0.2479,0.1862671002028075
25,2.248387843747682,0.2025,0.19523185917991026,0.20250000000000004,0.10977870316693264
26,2.6135825084734567,0.2368,0.14960378961928011,0.23679999999999998,0.15712734010023505
27,2.3793524428258968,0.2054,0.17386964828688425,0.20539999999999997,0.1372520984807753
28,2.0848426154897184,0.2007,0.22177605615551407,0.20070000000000002,0.14144343451362743
29,2.08022238333014,0.2285,0.19251802348213518,0.2285,0.16650165791593002
30,2.055061590822437,0.2164,0.1792342401074877,0.21639999999999998,0.1421086156131738
31,2.1027487063709693,0.2268,0.18862891672453178,0.22680000000000003,0.16548492197805806
32,2.2278776048104976,0.1634,0.13556538579406513,0.1634,0.08950286901760023
33,2.039722226843049,0.2373,0.23320140841381726,0.2373,0.19551111849664576
34,2.1592607709425913,0.2017,0.20747101885653416,0.20170000000000005,0.1276948815044961
35,2.0827762311017968,0.2112,0.23844623440017115,0.2112,0.13926814480711236
36,2.119908848895302,0.1976,0.15183976561373347,0.1976,0.12198955585349129
37,2.4899825597111183,0.2067,0.1213069626861905,0.20670000000000002,0.1472558513347362
38,2.0508428132986722,0.1821,0.19280180083410023,0.1821,0.12622220105419216
39,1.9706092454210113,0.2478,0.32809958313988896,0.24780000000000002,0.20488316888396185
40,2.0675580486466614,0.2196,0.18728041015800737,0.21959999999999996,0.16802115677859553
41,2.6291028276274475,0.2272,0.2143436839262693,0.22719999999999999,0.15393852985489814
42,2.0447411597529546,0.204,0.14592147802005295,0.20400000000000001,0.13610441923474573
43,1.9959380415421497,0.233,0.174520089601299,0.233,0.1681139291012243
44,2.0467082609104206,0.2355,0.16814520119582566,0.2355,0.17019954909622262
45,2.0265526982802378,0.22,0.1784613370022517,0.22000000000000003,0.15967582501477276
46,2.029028818577151,0.2198,0.21363109951590875,0.2198,0.14909937602247758
47,2.0833757693254493,0.1922,0.18457313847005175,0.1922,0.1072823619651464
48,2.1099935981291758,0.2104,0.19794272207003177,0.2104,0.1521653463603484
49,2.2774214533310904,0.2105,0.14894898678893806,0.21049999999999996,0.1401531271350004
50,2.037096865569489,0.2169,0.20247696528736592,0.2169,0.15713483422872962
51,2.262655297412148,0.1996,0.19883549613106805,0.19959999999999997,0.1402196502275715
52,2.429054765761653,0.1845,0.1749596215083075,0.1845,0.10324462443044621
53,2.360003949720648,0.2317,0.1691146945560204,0.23169999999999996,0.17043039409512187
54,2.4268566022945355,0.2101,0.2310057071386471,0.2101,0.14506019241793083
55,2.094581201106687,0.199,0.16123276621866106,0.199,0.12160211484568192
56,2.0827680086787743,0.2209,0.26828347440442574,0.2209,0.15576638233151585
