round,loss,accuracy,precision,recall,f1
0,2.305795072000238,0.1,0.01,0.1,0.01818181818181818
1,2.0971614544904686,0.1732,0.1808053460957133,0.1732,0.10413179286699084
2,2.0321026768865464,0.1858,0.17345629133006665,0.18580000000000002,0.11782191666568931
3,2.109455009050007,0.1873,0.15315302015927695,0.1873,0.12961608938788718
4,2.12730010853538,0.2097,0.1601826335295903,0.2097,0.14927005490077225
5,2.0067688845380953,0.2231,0.18736850131647825,0.22310000000000002,0.16308948502803558
6,2.0511743132072158,0.2323,0.21527228946021806,0.2323,0.19973550013535593
7,2.0129084134403663,0.2305,0.19753978914162432,0.23049999999999998,0.18100919031365423
8,2.0731247437151175,0.225,0.28087090438555995,0.225,0.18666765088100448
9,2.0259920585004587,0.1788,0.20390362416955377,0.17880000000000001,0.11218588477393562
10,2.03597189504889,0.2052,0.19438765071483735,0.2052,0.13769137507455131
11,2.023245358768898,0.2103,0.22767744284892472,0.2103,0.17232142566330283
12,1.9857931106905393,0.238,0.2150976678345493,0.238,0.16264807052954997
13,2.0054107391381564,0.2291,0.16878399713853892,0.2291,0.1574964219685493
14,2.0883374304711064,0.2261,0.23168643290914476,0.22610000000000002,0.17842474978987713
15,1.9997447291506996,0.2241,0.20715579882651208,0.22410000000000002,0.18831986653689434
16,2.0073511902290053,0.244,0.2055742897100849,0.24400000000000005,0.1998214539865128
17,2.024609958069234,0.2186,0.22544798866949667,0.2186,0.18157888936372418
18,2.0187788100182256,0.2349,0.2319464152843571,0.23490000000000003,0.17946916755389775
19,1.9616170623634435,0.2609,0.25790394901989655,0.2609,0.2198170880191111
20,1.9959853812109065,0.2371,0.21674690287841986,0.2371,0.19097141943805418
21,2.0503510840331454,0.2252,0.25117621335011137,0.22519999999999998,0.1892778096578936
22,1.9748524895197228,0.2495,0.21924176230303677,0.2495,0.20867192229216558
23,2.018881640856779,0.2283,0.1895569096357818,0.2283,0.17535433484365429
24,2.01823011983799,0.2379,0.2772034945666698,0.2379,0.1645433441476485
25,1.9766323807873303,0.2512,0.3075710409040159,0.25120000000000003,0.1929671881667797
26,1.9990580987326707,0.2424,0.23072178672758348,0.2424,0.18079003354309434
27,2.0159118854546847,0.2471,0.26284801366874194,0.24710000000000001,0.18243226519826244
28,2.0105368095108225,0.2514,0.26214397637297626,0.25139999999999996,0.22125019508944427
29,2.000918264630475,0.2198,0.22595488559163215,0.2198,0.14743612492022554
30,2.057031101818326,0.229,0.213896740085972,0.229,0.1780389340994286
31,1.9992545782765256,0.2468,0.24348912249779447,0.2468,0.1862529350680144
32,2.019279973416389,0.2296,0.20839485652594006,0.22960000000000003,0.18366814646255475
33,2.0088483985466294,0.2146,0.18705452211901014,0.21459999999999999,0.14291191721086904
34,1.9813195406636106,0.2392,0.2871625465933813,0.23920000000000002,0.1782894955500996
35,2.0173244597036626,0.2263,0.3455199818894118,0.2263,0.16823079533386703
36,2.002767046795616,0.2336,0.21536801062413308,0.23360000000000003,0.17384772174241273
37,1.9593239072002941,0.2557,0.19673559522576015,0.2557,0.1976129796028072
38,1.95827969720092,0.2576,0.2603122104035359,0.25760000000000005,0.21170790380524246
39,1.9843539738956886,0.2564,0.2113760188897058,0.25639999999999996,0.19442099650415023
40,2.069280419168593,0.2359,0.2014911695873766,0.2359,0.1898458936058151
41,2.0761668003058134,0.221,0.23515948711748016,0.221,0.17911410500356123
42,1.9783306951764263,0.2543,0.21166708529949854,0.25429999999999997,0.20599480921650618
43,2.005230776871307,0.2352,0.22766045642285787,0.2352,0.19414928469048975
44,1.9974482421633564,0.243,0.26466057464842097,0.24300000000000002,0.18187043753428278
45,2.0330862319922147,0.2124,0.2365749825121013,0.2124,0.17675393239412487
46,1.9974917565719992,0.2408,0.21290891665659264,0.2408,0.18971801483280473
47,2.0166428722912753,0.2319,0.23125643286864817,0.23190000000000005,0.16982865796988655
48,2.045474479470072,0.2182,0.20121237708893217,0.2182,0.1588369322235461
49,2.0042263631579242,0.231,0.24753191234824018,0.23099999999999996,0.18439124062514206
50,2.0034055453312547,0.2457,0.24825501727657606,0.24569999999999997,0.18846847759030988
51,1.9844746408583243,0.2363,0.1918868330364909,0.2363,0.17315742024719352
52,1.9984963257101518,0.229,0.1827664386455859,0.229,0.16584996500164062
53,2.0021899199183983,0.2362,0.18102592165300163,0.23620000000000002,0.17434104040519896
54,1.9883714416359044,0.2363,0.22454741525853042,0.23630000000000004,0.17966699383002013
55,1.9937846479536612,0.2315,0.18386872944487961,0.23149999999999998,0.17312298668831752
56,1.987470637393903,0.2335,0.22726049430393508,0.23349999999999999,0.19135813325694745
57,1.9931722321087801,0.232,0.2058776125337487,0.23200000000000004,0.1783546294147177
58,2.0085938127734995,0.2328,0.2024555825484907,0.23280000000000003,0.18913562829049393
59,2.065820639646506,0.2113,0.18989731315705763,0.2113,0.15208568011806473
60,1.9888860017438479,0.2199,0.23132527235370653,0.21989999999999993,0.14893974586845746
61,2.0384332726273358,0.1907,0.16548151037016673,0.1907,0.12205065674855042
62,2.0591106384615356,0.2171,0.220835626454522,0.2171,0.15725161594895712
63,1.9874422851997087,0.2399,0.22367512816583565,0.2399,0.15867459827306413
64,2.021326716942123,0.2272,0.23031229457727562,0.22719999999999999,0.16841949384722305
65,2.026550793949562,0.2264,0.24970495225875228,0.2264,0.1527380072049928
66,1.9979071496408196,0.2305,0.2019898822305047,0.2305,0.170913696698939
67,2.024907587449762,0.2223,0.19838674156570593,0.22230000000000003,0.17457474612381604
68,2.027533894852747,0.2268,0.23764095914514805,0.22680000000000003,0.17106259115292477
69,1.9816230067723914,0.2301,0.18052520467028815,0.23010000000000003,0.15971026431634716
70,1.99886888039263,0.2245,0.2488573156287813,0.2245,0.16368974797018812
71,2.0053796919086313,0.2212,0.17403174228496726,0.22119999999999998,0.15845380465215214
72,2.058234640314609,0.2222,0.1827131251764561,0.2222,0.17564380092659088
73,2.0120607674876347,0.2227,0.16543853136095243,0.22269999999999998,0.14674015625736875
74,2.0415029903001423,0.2176,0.22136846004021105,0.21759999999999996,0.16933927958946537
75,2.0080403647845304,0.2091,0.19227137719352422,0.20909999999999998,0.14390487763390264
76,2.0452826264538344,0.2051,0.19324365032043128,0.20509999999999998,0.1615475692557377
77,2.068153354186046,0.2194,0.1956641366342607,0.21939999999999998,0.17796900392499176
78,2.019562078427665,0.2338,0.24137773630271914,0.2338,0.17073248754972564
79,2.0223696548727492,0.2248,0.2346655620388945,0.22480000000000003,0.18872627465417152
80,2.023859419400179,0.2295,0.21639664337088046,0.22949999999999998,0.17281334904264725
81,2.0759349955788142,0.2188,0.18245155239821806,0.21879999999999997,0.16436891580079643
82,2.0268304106555406,0.1881,0.14414237077498862,0.1881,0.11338365270113422
83,2.015593569489974,0.2254,0.19757337639253073,0.2254,0.15983608261692478
84,2.0086928515494624,0.2262,0.19697275709507361,0.22619999999999996,0.1773551339312228
85,2.17953804173047,0.171,0.14075768915944273,0.17099999999999999,0.11216328429153374
86,2.2213562862782537,0.1551,0.14863749853451055,0.15510000000000002,0.09128149626161923
87,2.087573766708374,0.214,0.1807558808937539,0.21400000000000002,0.16237871247378904
88,2.0860839372948754,0.1996,0.17957592103874917,0.1996,0.13204311028878774
89,2.0389932288399226,0.2209,0.18239346315911048,0.2209,0.16463767387469827
90,2.03015757210647,0.2316,0.22924523235194805,0.23159999999999997,0.1718806000498681
91,2.0348279974128625,0.2353,0.2858004215700283,0.23529999999999998,0.17051312674339947
92,2.025560145136676,0.2001,0.15171052300624485,0.2001,0.14364338550961442
93,2.005776735800731,0.2342,0.2034263219425521,0.23420000000000002,0.1745737734269372
94,1.987010835092279,0.2389,0.21027724773967713,0.23890000000000003,0.20110120145961613
95,1.9962498960615713,0.2421,0.20146207273899094,0.24210000000000004,0.20167901967993213
96,1.9692761611334886,0.2461,0.21686566010045133,0.24609999999999999,0.19309686711973695
97,2.0464502829539626,0.1974,0.1799205034254658,0.1974,0.14314744096847257
98,2.0009991111634653,0.2305,0.19618530938677478,0.2305,0.1641488922321642
99,1.9951125639903395,0.2424,0.19167186714520928,0.2424,0.19413732381490842
100,1.9947647716425643,0.2436,0.24733998505436502,0.24359999999999998,0.20851529180608877
101,2.0213397937484934,0.2239,0.17090244952681982,0.2239,0.159357488405431
102,2.0547971363309063,0.2278,0.2068370218880967,0.2278,0.17586906847889533
103,2.0138383922697622,0.2398,0.2130000613374034,0.23980000000000007,0.21050826844217144
104,2.072585917726348,0.2121,0.19003002647718967,0.2121,0.15381576925935386
105,2.0178818476351004,0.2246,0.23698284360568594,0.2246,0.173107157564662
106,2.021344002289108,0.2208,0.245350322201401,0.22079999999999997,0.1713372057185427
107,2.055225994013533,0.2154,0.17651926157313835,0.21539999999999998,0.15759706521041944
108,2.0497490363784983,0.2192,0.24915367272446046,0.21919999999999998,0.15779860691609565
109,2.0042496316040617,0.2271,0.20369157847247593,0.22710000000000002,0.18308622911795622
110,2.042910194095177,0.211,0.2733877952388965,0.211,0.15240130445259595
111,2.022157245044467,0.2309,0.1851759598686787,0.23089999999999997,0.16950589772601626
112,2.016956549656542,0.241,0.2302031473839159,0.24099999999999996,0.19163749166651586
113,2.0754383530797837,0.1904,0.18837191813917384,0.1904,0.1414481971514961
114,2.034485222418097,0.209,0.24225330324613648,0.20900000000000002,0.17515441914359167
115,1.9984287129172795,0.2172,0.18609509373634275,0.2172,0.16437639990242922
116,2.144074343427827,0.2124,0.20525597949350058,0.2124,0.1600846089031978
117,2.04259272466732,0.1936,0.17620158096845054,0.1936,0.14198710669507256
118,2.086668260489838,0.1981,0.15375310687750704,0.1981,0.11100983108206594
119,2.078668493258802,0.1779,0.1530228721034552,0.1779,0.10968168509275356
120,2.087517490869836,0.2074,0.2000142668057387,0.20739999999999997,0.13151307235308457
121,2.0801974550078186,0.2042,0.1757547880920523,0.2042,0.12365971499721828
122,2.0484276828886587,0.1757,0.1545717540211064,0.1757,0.11403193627477184
123,2.0754956022093567,0.2182,0.12555726104264778,0.21820000000000003,0.1384974431486585
124,2.0276646614074707,0.2059,0.1767575437271949,0.20590000000000003,0.1269259400747798
125,2.0190737187107906,0.2249,0.23655465210795187,0.22489999999999996,0.15153971208582048
126,2.0111098410208013,0.206,0.18332322522887032,0.20600000000000002,0.1271165115029364
127,1.9885716559011726,0.2261,0.2348425498154944,0.22610000000000002,0.16579118267633614
128,1.9948239809350123,0.233,0.2001363499402138,0.233,0.17632582873690503
129,2.0637942205501507,0.2127,0.1671694687804276,0.21270000000000003,0.13141890934499026
130,1.9739740347560448,0.2304,0.21303885334437886,0.2304,0.18397796815746925
131,2.308601403538185,0.1011,0.04136448602376199,0.1011,0.021880960664786543
132,2.31673756128625,0.1035,0.04152875004643607,0.1035,0.02704020345993246
133,2.3051809449739094,0.1178,0.09336111971850733,0.11779999999999999,0.04433703536847591
134,2.153788660146013,0.1724,0.10477094348047573,0.1724,0.07685730427256059
135,2.02997592883774,0.19,0.1424580727085482,0.19,0.11364162589293951
136,2.313270861589456,0.1008,0.07864569859357089,0.1008,0.051048869888862536
137,2.2340136449548265,0.1343,0.03777179438801715,0.1343,0.050507197424755
138,2.203021239630784,0.1445,0.08110238956982614,0.1445,0.06083058304642776
139,2.1811364889144897,0.1476,0.07867668416600589,0.1476,0.057651334340973304
140,2.1882543020610568,0.1631,0.07034361919469498,0.16309999999999997,0.06919951622547225
141,2.1592658984510202,0.1524,0.07317525447527196,0.15239999999999998,0.05387911867405874
142,2.157670087452176,0.1587,0.060744855000540166,0.1587,0.054717097786176616
143,2.141017222706276,0.16,0.04442827174752339,0.16,0.05432631787720317
144,2.3085718245445928,0.1136,0.03595685405244244,0.11359999999999999,0.0374055640379925
145,2.2037924905366535,0.1421,0.05576450542552238,0.1421,0.04846378680383788
146,2.2100663728351835,0.135,0.04295614103387642,0.135,0.04776461338730901
147,2.303753400150734,0.1152,0.032216360072332306,0.1152,0.035582037443678834
148,2.296424708788908,0.1063,0.04584013979875769,0.10629999999999999,0.02795766063171305
149,2.3064330318306068,0.1139,0.07298423935946059,0.1139,0.03857571390543074
150,2.2879816912397555,0.1119,0.0656185430129916,0.1119,0.038664159569298376
151,2.2795894870275184,0.1159,0.08748722155366359,0.1159,0.041369711763989264
152,2.2793706459335135,0.1159,0.04690189580776179,0.1159,0.039970887255253364
153,2.285912993588025,0.1077,0.03428234098517456,0.10769999999999999,0.03943051378858086
154,2.290107250213623,0.1219,0.03432582612090674,0.12189999999999998,0.043769226180403284
155,2.274650772915611,0.1132,0.03140152940129471,0.1132,0.04210620210173142
156,2.2718243327321885,0.1153,0.028769420939256923,0.1153,0.04191666570563594
157,2.2627811763860004,0.1388,0.031880925092823344,0.13879999999999998,0.048582030580193655
158,2.2461201088337956,0.1339,0.03199387368878894,0.1339,0.047961108135151254
159,2.24777172788789,0.134,0.07925715230641792,0.134,0.04636564892482484
160,2.220152031017255,0.1473,0.06472775460599497,0.14730000000000001,0.05110410483834381
161,2.241101280043397,0.1421,0.14479250437864408,0.14209999999999998,0.050326337879077074
162,2.2282907962799072,0.1468,0.05037379755853529,0.14679999999999999,0.05124801277438269
