round,loss,accuracy,precision,recall,f1
0,2.3052595144585717,0.1,0.01,0.1,0.01818181818181818
1,2.4027984957151776,0.1,0.01,0.1,0.01818181818181818
2,2.274420861956439,0.1157,0.07748438308941932,0.1157,0.04069724726386443
3,2.1236833681034137,0.1607,0.045498441614601995,0.1607,0.06867606646634683
4,2.0910837107066866,0.2036,0.17603128618789782,0.20360000000000006,0.13053002110736223
5,2.191273903544945,0.1497,0.12258653960997438,0.1497,0.09717542142126531
6,2.0639212388026564,0.2191,0.2569987497865995,0.21910000000000002,0.1476275377068482
7,2.114097743094722,0.1742,0.14619692410648233,0.1742,0.1126805433413415
8,2.040106578718258,0.2378,0.31205108076879223,0.2378,0.17973882499787353
9,2.049046182934242,0.2296,0.22635082414353175,0.22960000000000003,0.18884348178552599
10,2.022034993654565,0.2046,0.2527596332371169,0.20459999999999998,0.14926178099692805
11,2.0010581574862516,0.247,0.2123254144175381,0.24700000000000003,0.18004136750993932
12,2.035150629055651,0.2003,0.1714625992483199,0.2003,0.12015139269890648
13,1.9436253807212733,0.2372,0.21415077296801255,0.2372,0.17624831195595786
14,1.9590895025036004,0.2418,0.2289909830383638,0.24180000000000001,0.1808667331854603
15,1.9709303484687322,0.2232,0.3114047336516464,0.22319999999999998,0.1551880576277343
16,1.9628606446181671,0.2647,0.25248116953273797,0.26470000000000005,0.20902343731527737
17,1.9593321024617063,0.2637,0.2630841849025917,0.2637,0.19608167864161904
18,1.911458039585548,0.2737,0.28461142108957216,0.27369999999999994,0.23998468108925913
19,1.9678419300272494,0.2536,0.28820287649667686,0.2536,0.21982762528715574
20,1.9269171304340604,0.2264,0.22579546222379537,0.2264,0.18050546842897344
21,1.9202929342849344,0.2661,0.30230817972324725,0.26609999999999995,0.21056123677820288
22,1.9601375558708287,0.2536,0.29133512843664294,0.2536,0.2142623929058412
23,1.9269536220574681,0.2595,0.27001860158090685,0.2595,0.21569320245638002
24,1.9570164710660525,0.2379,0.3139980412647764,0.2379,0.1963795822109967
25,1.9290990180607084,0.2808,0.2524767786167936,0.2808,0.2261282658249136
26,1.9536403523215764,0.2693,0.2631048563186274,0.26930000000000004,0.2214278957296699
27,1.9720402020442336,0.2565,0.2558575777865747,0.2565,0.20957623022259547
28,1.9172317121602311,0.2519,0.25442596156719516,0.2519,0.21315919894904906
29,1.9268964649755744,0.2852,0.2900525565667785,0.2852,0.23593400373969073
30,1.9259972964661032,0.2639,0.2541949815353903,0.26389999999999997,0.21261604610427054
31,1.9913696337349807,0.251,0.25395177569178323,0.251,0.20160220903424206
32,1.95648992061615,0.2531,0.3102582169907923,0.2531,0.192995331901197
33,1.924567448941967,0.2719,0.30026634340229064,0.27190000000000003,0.24855535432743112
34,1.9008061689666556,0.2786,0.32017200457453165,0.2786,0.23657417031583977
35,1.9233089096938507,0.2773,0.30386627407042416,0.2773,0.24285186112549179
36,1.8739592847944815,0.2928,0.2889828927475582,0.2928,0.2586345626840491
37,1.9559275998344905,0.2619,0.27959469024544853,0.26189999999999997,0.22084418117933335
38,1.9571324496329585,0.2826,0.29538755727787247,0.2826,0.24353128333608282
39,1.9101839910579632,0.2811,0.2988999816307949,0.2811,0.23123742060749652
40,2.0020843819726872,0.2397,0.28767271208995115,0.23969999999999997,0.20656924527368048
41,1.947557591184785,0.2613,0.295105890371978,0.2613,0.21519586954080583
42,1.9418583580210238,0.2736,0.3002446729474951,0.2736,0.24286422665070848
43,1.9169802333735213,0.2909,0.31402423424790693,0.29090000000000005,0.2680286893082001
44,1.9043726423118688,0.2583,0.2654963442760424,0.2583,0.2191668058350978
45,1.8860563477383385,0.2902,0.2820821480962402,0.2902,0.24678688395788306
46,1.8846464443810378,0.2992,0.2952539453904524,0.2992,0.25116976788655115
47,1.935517365419412,0.2539,0.33395814958802095,0.25389999999999996,0.223393028838746
48,1.9226486320737042,0.2782,0.29440954884788384,0.27819999999999995,0.24334444743693512
49,1.9905398993552486,0.2674,0.2571286822356925,0.26739999999999997,0.21130869721630238
50,1.9020463303674626,0.2762,0.2867922021444659,0.27619999999999995,0.23393203301332077
51,1.9339039778407616,0.2663,0.27275245268250486,0.26630000000000004,0.22193254711543736
52,1.9052795322635505,0.295,0.304639406240695,0.29500000000000004,0.2650742588602239
53,1.9002914096735701,0.3016,0.31295790567353043,0.3016,0.2769961051276593
54,1.9337639250332797,0.2584,0.2823485792796919,0.2584,0.20741174272389173
55,1.9339770123928408,0.2805,0.2872725088854804,0.2805,0.24532935947344342
56,1.97271273407755,0.243,0.2669327494703301,0.24300000000000002,0.17757778433883736
57,1.9346792215033422,0.2615,0.2721635374872617,0.2615,0.2027626376158303
58,1.970767033251026,0.2624,0.3041059419366802,0.2624,0.23854743940008555
59,1.933524190625058,0.2825,0.2772269429089213,0.28250000000000003,0.2453083118631138
60,1.9838663007639632,0.2631,0.295459559299075,0.2631,0.2291656408444208
61,1.943468434901177,0.2704,0.2958969857920847,0.27040000000000003,0.23052050019674253
62,1.9691953704326968,0.2564,0.2406391747462843,0.2564,0.19648805193239235
63,1.9401119087315812,0.2557,0.2923944464493843,0.25570000000000004,0.19107997050630027
64,1.9624555578714684,0.2639,0.2663496168647566,0.26389999999999997,0.2064345490663278
65,1.969629548772981,0.261,0.2726140287506496,0.261,0.23007690699840128
66,1.9036958413788034,0.2925,0.2864416842791654,0.29250000000000004,0.25617856706724246
67,1.9472991092295586,0.2512,0.2559059274266844,0.2512,0.2022356163092461
68,1.9171151933790762,0.2765,0.3026601500173627,0.2765,0.2258316839514764
69,1.9469505337220203,0.2664,0.2698572015059084,0.2664,0.2169209220918436
70,1.9330575420886655,0.2459,0.29124915250425637,0.2459,0.19790152355056997
71,1.9119299318217025,0.2823,0.2767349098603199,0.2823,0.22998899560896743
72,1.934574146813984,0.2655,0.2788466226780669,0.26549999999999996,0.19839977447914867
73,1.946453437020507,0.2624,0.2739481257998125,0.26239999999999997,0.2117769163736789
74,1.95471143873432,0.2596,0.2878309635135644,0.2596,0.23675045406981354
75,1.9503114283839358,0.282,0.30026552651290783,0.282,0.24847241113328336
76,1.94446731971789,0.2709,0.2547317146704632,0.2709,0.2324137832312248
77,1.9252669977236399,0.2744,0.27947015576908246,0.27440000000000003,0.234510683651218
78,1.9088507709623892,0.2848,0.30784345941500796,0.28480000000000005,0.2356277352214688
79,1.961474436747877,0.27,0.2708671576228988,0.2699999999999999,0.2247290367285677
80,1.9603456288953371,0.2421,0.2591227561680742,0.24209999999999998,0.17995835402566174
81,1.9285792987557906,0.2629,0.2518797763641611,0.2629,0.22099417414834804
82,1.9502744372886947,0.2657,0.32307928094470173,0.2657,0.23059958484831564
83,1.954731977438625,0.2557,0.26727950765540387,0.2557,0.20984521319091826
84,1.9243989262399794,0.2787,0.28304542190655846,0.2787,0.22491696535187308
85,1.9154208989083013,0.2827,0.2821036331574807,0.28270000000000006,0.2336508349673526
86,1.9009757041931152,0.2746,0.27259701932205205,0.27460000000000007,0.22930063979715914
87,1.9292610747904717,0.2623,0.2572921410095081,0.26230000000000003,0.21268776689894145
88,1.9542025191874444,0.2461,0.2531716469772509,0.24610000000000004,0.19547761280031914
89,1.9237742092035994,0.2673,0.2846712961932617,0.2673,0.21488690475713743
90,1.9305118563808972,0.2831,0.2667592893255481,0.28309999999999996,0.2528393126509386
91,1.9208002437519123,0.2642,0.28985067455536595,0.2642,0.21146888928170232
92,1.940230140203162,0.2817,0.30103394095739244,0.2817,0.24789498837741109
93,1.9371161626864084,0.244,0.2802977542070965,0.24400000000000005,0.18855754159488045
94,1.9785341869426678,0.2437,0.2749281580018125,0.24370000000000003,0.1849371564780777
95,1.9515372967418236,0.2628,0.2797664088613935,0.26280000000000003,0.218974297272247
96,1.9511592508871345,0.2741,0.27570524785588013,0.2741,0.23012826104173337
