round,loss,accuracy,precision,recall,f1
0,2.3045928689497934,0.1315,0.02640938953905466,0.1315,0.04395263188651209
1,2.2887947529177124,0.1276,0.08139128203987042,0.1276,0.052213597628997147
2,2.197570284710655,0.1629,0.18061635853552488,0.1629,0.09666787169729016
3,2.10771564592289,0.1624,0.14059212880503752,0.16240000000000002,0.056497045575108415
4,2.236601684666887,0.1844,0.10987050104692138,0.18440000000000004,0.0864131221225129
5,2.1719718688650977,0.1827,0.17405198941600025,0.1827,0.08771417596409348
6,2.0811277145071876,0.2278,0.2236579217695444,0.2278,0.1520426423794269
7,2.068046726757967,0.2256,0.2717273928656133,0.22559999999999997,0.17324645816962075
8,2.21708836132967,0.1791,0.11565748835700038,0.1791,0.11081100971871964
9,2.1811554854429223,0.2394,0.1819996472711097,0.2394,0.18169630021206645
10,2.0199831754346436,0.2528,0.3727956652597984,0.2528,0.20552639814501336
11,2.0035956207709975,0.2385,0.2512565499831303,0.2385,0.18192961572893454
12,1.961615944210487,0.2627,0.31422479778383594,0.2627,0.21809970440932558
13,1.9801735063142414,0.2531,0.2581533973147495,0.2531,0.2089017841697581
14,1.8732061914250822,0.2789,0.2731785327940293,0.27890000000000004,0.2121784453460771
15,1.9672395322896257,0.276,0.24072907309819533,0.27599999999999997,0.19605858747794427
16,1.9536918688424025,0.2653,0.2556356390920142,0.26530000000000004,0.20113148146383283
17,1.959424471553368,0.2817,0.2225555291688642,0.2817,0.22232501853780295
18,1.9802644373495368,0.2542,0.24090124860981152,0.25420000000000004,0.21512655699091648
19,1.9779495061198367,0.2648,0.24768893753800883,0.26480000000000004,0.2268760769087156
20,1.9158126342145703,0.2652,0.3301191352352278,0.2652,0.21256727918210058
21,1.9895222262491155,0.253,0.22570208350843762,0.253,0.18651196194115366
22,1.9161708505847785,0.2621,0.35837125457616087,0.2621,0.20627608970445005
23,1.9517952535725847,0.2923,0.20873977384421177,0.2923,0.22277580188196744
24,1.9432061307037933,0.2407,0.30460754417062413,0.2407,0.2055632124948894
25,1.935676871975766,0.2738,0.36497036225966195,0.27379999999999993,0.2208530102002466
26,2.006132853182056,0.2407,0.28827789293870026,0.2407,0.1747199960901596
