round,client_id,phase,loss,accuracy,precision,recall,f1,num_examples
0,0,evaluate,2.0924530280263802,0.24237427864798022,0.09286894013010501,0.15067702234734298,0.08899453037384072,1213
0,1,evaluate,2.221696832600762,0.1533426834969612,0.13127390269894285,0.16913328201041766,0.06974401257348786,2139
0,2,evaluate,2.2985712460109164,0.14020270270270271,0.1395074399111475,0.18775552545186056,0.08127184342630496,1776
0,3,evaluate,2.059962363804088,0.2865221489161169,0.0899709281544144,0.1666500754632157,0.08773736748556919,1061
0,4,evaluate,2.337984969539027,0.16227180527383367,0.05141149948339944,0.16544546900257193,0.07584731756284031,1972
0,5,evaluate,2.469250489925516,0.1200434546442151,0.11290483791665826,0.12125860227458411,0.044205372113633026,1841
1,0,evaluate,2.1058157723525475,0.20532319391634982,0.21110804824594281,0.20450166026987748,0.13803141516354517,1841
1,1,evaluate,2.0119593206204867,0.24649629018961253,0.2091053232871931,0.2056080547552117,0.1268514775570107,1213
1,2,evaluate,2.113299439935123,0.28180961357210177,0.1950916512201557,0.20579153147402632,0.10579688511467733,1061
1,3,evaluate,2.011860485587801,0.28603603603603606,0.2520888953386591,0.2592190873960416,0.17560300300542225,1776
1,4,evaluate,1.9788038380005781,0.2449742870500234,0.210227817352316,0.22290831121178836,0.14723981959855217,2139
1,5,evaluate,2.1629306654776297,0.16379310344827586,0.16787530010988913,0.25621318313943975,0.1243845011525666,1972
2,0,evaluate,2.047101890339571,0.3355325164938737,0.14990446257931192,0.20020877173322044,0.13222670845387935,1061
2,1,evaluate,2.036036138023649,0.2545045045045045,0.21371561727424823,0.337085658291443,0.20816906378503908,1776
2,2,evaluate,2.0350481271743774,0.24823465507876155,0.16717393386264665,0.26570982066151,0.17918968624659176,1841
2,3,evaluate,1.8095160346282155,0.3520197856553998,0.23098093831092772,0.27367513485241113,0.2119231005390454,1213
2,4,evaluate,2.0820882205040223,0.30425963488843816,0.14696460745281256,0.2982915151885031,0.18114533495393711,1972
2,5,evaluate,1.7940385306582731,0.3174380551659654,0.2532310462737787,0.30045643754571855,0.21834944810697973,2139
3,0,evaluate,1.9010365991031422,0.38642789820923656,0.28507223423012895,0.24966424874938645,0.18390909033163522,1061
3,1,evaluate,1.7941618969565944,0.38334707337180546,0.2744525333502944,0.32123177214351706,0.25691865520396995,1213
3,2,evaluate,1.796661937938017,0.34174848059841045,0.25631875701903173,0.33729338447771673,0.24610209439303823,2139
3,3,evaluate,1.974731037693639,0.3209939148073022,0.17761866834053686,0.37666459093324145,0.221099354742736,1972
3,4,evaluate,1.7929297089576721,0.37274774774774777,0.30985028029622547,0.39340499800499645,0.2904248309845793,1776
3,5,evaluate,1.953341792369711,0.27267789244975554,0.20088002830214666,0.2940882882226298,0.2136121396373146,1841
4,0,evaluate,1.8145941005033606,0.413760603204524,0.25452030840091144,0.27320136509555565,0.18001758387919878,1061
4,1,evaluate,1.9894325979824723,0.26561651276480175,0.21401491480196438,0.28025043302667896,0.20910256938093177,1841
4,2,evaluate,1.7052507337770964,0.37675185490519375,0.25724418639526136,0.3095789203018272,0.2322491118013202,1213
4,3,evaluate,1.8905978433547481,0.3209939148073022,0.2550970401280429,0.3464878725635291,0.20939403513640062,1972
4,4,evaluate,1.9516676025731223,0.28096846846846846,0.3551979020805371,0.3551117844384899,0.23499419240522113,1776
4,5,evaluate,1.6382403689272262,0.3800841514726508,0.2896779947876337,0.3244868713100409,0.2631747851346916,2139
5,0,evaluate,1.8604524556328268,0.38737040527803956,0.20078477307561812,0.31275896181663954,0.19533390738088952,1061
5,1,evaluate,1.6408208043951737,0.4443528441879637,0.2985892075352735,0.34391348917433556,0.28910485833443494,1213
5,2,evaluate,1.739906953913825,0.38682432432432434,0.35742504460154767,0.42266160771353484,0.3148786081813272,1776
5,3,evaluate,1.6598438655628878,0.3870967741935484,0.28658733858742214,0.356837622128607,0.2704174537518144,2139
5,4,evaluate,1.8345814038967263,0.28625746876697444,0.2121886166507087,0.32108889793000517,0.2278880875780261,1841
5,5,evaluate,1.9012789995439592,0.34279918864097364,0.23786552481761175,0.40385302659646155,0.23299375100535227,1972
6,0,evaluate,1.7353340737959917,0.4344957587181904,0.2238750511551507,0.3156181300096713,0.20200744486578434,1061
6,1,evaluate,1.6327636053687649,0.4089035449299258,0.3052056849402897,0.341935261593272,0.26527190176854976,1213
6,2,evaluate,1.783242198728746,0.34939148073022314,0.24181697373903868,0.36426097858515977,0.2293414480037212,1972
6,3,evaluate,1.8989033102989197,0.2989864864864865,0.34978666300459793,0.3841618356129826,0.25877219487060826,1776
6,4,evaluate,1.9253080672231213,0.2824551873981532,0.22088387111462549,0.30456192115112907,0.21999369053088022,1841
6,5,evaluate,1.563372601481045,0.40953716690042075,0.3061305889091657,0.3507542003064777,0.28347882503481686,2139
7,0,evaluate,1.7235790911842794,0.43355325164938735,0.2924602455665232,0.3765898489499779,0.2448794183973329,1061
7,1,evaluate,1.5117102171245373,0.505358615004122,0.32540129315994815,0.366475159286425,0.32264944185532496,1213
7,2,evaluate,1.7796893243131966,0.3068984247691472,0.3407136153577813,0.3694726597976325,0.2582803429603843,1841
