round,loss,accuracy,precision,recall,f1,global_accuracy,weighted_accuracy
0,2.3054297815395306,0.1015,0.018429592809829858,0.10149999999999999,0.022695549003027136,0.0,0.0
1,2.271981764443313,0.1841,0.23005475268491388,0.1841,0.10392823068774945,0.20383333333333334,0.20383333333333334
2,2.159333316585686,0.2187,0.3086209045071267,0.21869999999999998,0.1399761787953379,0.25558333333333333,0.25558333333333333
3,2.008894550649426,0.2433,0.4068321967556514,0.2433,0.15807272252493218,0.2914583333333333,0.2914583333333333
4,1.8970532734182817,0.292,0.4189289694096662,0.292,0.22510734808687313,0.3353333333333333,0.3353333333333333
5,1.780079622811909,0.354,0.4326312976990253,0.354,0.31410705121337734,0.38808333333333334,0.38808333333333334
6,1.6698057259185404,0.4032,0.4410988957371205,0.4032000000000001,0.3792333228756356,0.423875,0.423875
7,1.6002365079107164,0.4312,0.46209298692177975,0.4311999999999999,0.4117163368847234,0.449375,0.449375
8,1.5931714184676544,0.4326,0.47407435028173506,0.4326,0.41372723035002135,0.46049999999999996,0.4605
9,1.6334028274198122,0.4223,0.49226502708357145,0.4223,0.3997981779794238,0.45366666666666666,0.45366666666666666
10,1.6399984284292293,0.4205,0.48346997127885505,0.42049999999999993,0.39922584213271667,0.45037499999999997,0.450375
11,1.5974911375890803,0.4381,0.47870922872671445,0.43810000000000004,0.42223731299605705,0.45812500000000006,0.458125
12,1.5467540312416945,0.4539,0.476078798750033,0.4539000000000001,0.4417536877438115,0.472,0.472
13,1.4970865279813357,0.4752,0.48621559184049684,0.47519999999999996,0.46380300565911253,0.48700000000000004,0.487
14,1.465454032149496,0.4878,0.4962313310402183,0.4878,0.47834522911285904,0.49995833333333334,0.49995833333333334
15,1.4461935004101525,0.4949,0.5051481486112762,0.4949,0.48849083586417985,0.5112083333333334,0.5112083333333334
16,1.4357051970083503,0.498,0.5121607123051455,0.49800000000000005,0.49305586694513714,0.5222083333333333,0.5222083333333334
17,1.4274295402478567,0.4982,0.5168173208972602,0.4981999999999999,0.49396934328369335,0.531625,0.531625
18,1.4142687833761867,0.5046,0.5217600556712941,0.5046,0.5004464212369795,0.53675,0.53675
19,1.3982506643367718,0.5086,0.5266442589107174,0.5085999999999999,0.504428187989185,0.5432083333333334,0.5432083333333333
20,1.381463945666446,0.5128,0.533311558046713,0.5128,0.5086598412632509,0.5499999999999999,0.55
21,1.3713673549362375,0.5184,0.543770242631345,0.5184,0.5138038789990271,0.5565,0.5565
22,1.3594577614265153,0.5244,0.5517935413483401,0.5244,0.5200802232888824,0.5601666666666666,0.5601666666666667
23,1.3479757233511043,0.5317,0.5629501424794019,0.5317000000000001,0.5289362811038377,0.56575,0.56575
24,1.3356704802452763,0.5332,0.563570578000448,0.5332,0.5313131704639771,0.5692916666666666,0.5692916666666666
25,1.323007375379152,0.5386,0.5653278073538186,0.5386,0.5369680103193728,0.569125,0.569125
26,1.3153123931039739,0.5378,0.5613341904827786,0.5378000000000001,0.5350648678918829,0.5725833333333333,0.5725833333333333
27,1.320505782018734,0.5371,0.5644386033301083,0.5371,0.5334567124790582,0.5719583333333333,0.5719583333333333
28,1.3305449380150325,0.5351,0.5679579418698065,0.5351,0.5311445187915849,0.571125,0.571125
29,1.3329989321624176,0.5354,0.5694431865290884,0.5354,0.5323574348080667,0.574,0.574
30,1.334210278112677,0.537,0.5724357993620068,0.537,0.5349360772819596,0.5768333333333333,0.5768333333333333
31,1.3300132570387442,0.5389,0.5728034424272426,0.5389,0.5382231702130682,0.5798333333333333,0.5798333333333333
32,1.3276349849338773,0.5447,0.5780794050958272,0.5447,0.5449260493587068,0.5874166666666667,0.5874166666666667
33,1.323231971716579,0.544,0.5753129624935694,0.544,0.5447041790845413,0.5928333333333333,0.5928333333333333
34,1.3148419540139693,0.5477,0.5731871947920129,0.5477000000000001,0.5484101962036195,0.5943333333333333,0.5943333333333334
35,1.306962091711503,0.5498,0.5705582274473364,0.5498,0.5504265122755816,0.5985416666666666,0.5985416666666666
36,1.3051046480106403,0.5523,0.5688792064150725,0.5523,0.5524071112267531,0.6040833333333334,0.6040833333333333
37,1.3140084879307807,0.5528,0.5687368333673615,0.5528000000000001,0.5524709788411617,0.6069583333333334,0.6069583333333334
38,1.3281621706636646,0.5523,0.5713860056910948,0.5523,0.5524836110072563,0.6088333333333333,0.6088333333333333
39,1.3498583277569542,0.5511,0.5744781412296135,0.5510999999999999,0.5515796643279013,0.608,0.608
40,1.377900177919412,0.5446,0.575156669563168,0.5446000000000001,0.5454236981073608,0.6044999999999999,0.6045
41,1.4023273790938944,0.5413,0.5758011198959815,0.5413,0.5416059368868791,0.6045833333333334,0.6045833333333334
42,1.4118920368484305,0.5376,0.5711597650913417,0.5376000000000001,0.5376021011230357,0.6075416666666666,0.6075416666666666
43,1.4044026136398315,0.5411,0.5675777935012694,0.5411,0.5409252205344975,0.6131666666666666,0.6131666666666666
44,1.402015274084067,0.5413,0.5607660371655709,0.5412999999999999,0.5408840353066179,0.6144999999999999,0.6145
45,1.4130533752562124,0.5432,0.5604744542199467,0.5431999999999999,0.5429035264876708,0.6159166666666667,0.6159166666666667
46,1.4307902191258683,0.5417,0.5601932810997788,0.5417,0.5417512725279287,0.6159583333333334,0.6159583333333334
47,1.4508292705197878,0.5378,0.5585142197642081,0.5378000000000001,0.5374778646296813,0.6160833333333333,0.6160833333333333
48,1.4714079084275644,0.535,0.5587772741974224,0.5349999999999999,0.5349276624566504,0.6186666666666667,0.6186666666666667
49,1.4866496928130524,0.5383,0.5640180187569133,0.5383,0.5385791688946756,0.62025,0.62025
50,1.4953699413734147,0.5403,0.5654438887362627,0.5403,0.5402519082347107,0.6200416666666667,0.6200416666666667
51,1.507774354536322,0.5382,0.561941665086437,0.5382,0.5376798861948353,0.62325,0.62325
52,1.5188122987747192,0.5367,0.5575647764835951,0.5367,0.5353356009758286,0.6252083333333333,0.6252083333333334
53,1.5293267678610887,0.5394,0.557447118469287,0.5394,0.5381610567978157,0.625375,0.625375
54,1.5417467250099666,0.5397,0.5567147131339414,0.5397000000000001,0.5389637222533878,0.6255833333333334,0.6255833333333334
55,1.5575592623481267,0.5422,0.5575371125728067,0.5422,0.5415663380776546,0.6281666666666667,0.6281666666666667
56,1.5703898547570916,0.5453,0.5593291260253456,0.5453,0.5451030873491376,0.6321249999999999,0.632125
57,1.5830218459986434,0.5434,0.5579742046945334,0.5434,0.5432228622124081,0.6315833333333333,0.6315833333333334
58,1.5912404135812688,0.5475,0.5609506403736685,0.5475,0.5475513409074936,0.6335000000000001,0.6335
59,1.604760165455975,0.546,0.560655501735577,0.546,0.5466993418696133,0.634,0.634
60,1.6191195973867103,0.5469,0.5608954112015904,0.5468999999999999,0.5478195990670607,0.63375,0.63375
61,1.6458320134802709,0.5433,0.5582454229564178,0.5433,0.5444097311353369,0.6334166666666666,0.6334166666666666
62,1.6644479594653165,0.5417,0.5543282008351077,0.5417,0.5418581699368297,0.6352083333333333,0.6352083333333334
63,1.6828842887395545,0.5397,0.5506805130389963,0.5397,0.5390964680875322,0.6360416666666667,0.6360416666666666
64,1.7060817057573343,0.5382,0.5496485764679184,0.5382,0.5371615874353596,0.6355000000000001,0.6355
65,1.7310138714464405,0.5359,0.5493751780066706,0.5359,0.5346678596491257,0.63725,0.63725
66,1.7572276018842865,0.5332,0.5491373160610626,0.5332,0.5327702971430363,0.6394583333333334,0.6394583333333334
67,1.7815695744526536,0.5354,0.552916982380505,0.5354,0.5356893730401114,0.6401249999999999,0.640125
68,1.8055727783637712,0.5354,0.5524246547760977,0.5354,0.5363732404830139,0.6434583333333334,0.6434583333333334
69,1.8221432030955447,0.5351,0.551337858578427,0.5351000000000001,0.5364248231548061,0.6449166666666667,0.6449166666666667
70,1.8433281334140632,0.5339,0.5493879295221723,0.5339,0.5353205631938269,0.6436666666666667,0.6436666666666667
71,1.8622371561919586,0.5318,0.546686884569064,0.5317999999999999,0.5330287012415679,0.644625,0.644625
72,1.8766041149066974,0.5295,0.543211805433959,0.5295,0.5304435894697447,0.6419166666666667,0.6419166666666667
73,1.8978862596463553,0.5279,0.5398489556688805,0.5278999999999999,0.5283880869969255,0.6424166666666666,0.6424166666666666
74,1.9248183452630345,0.5268,0.5400468658363341,0.5267999999999999,0.5266323340439367,0.6426666666666667,0.6426666666666667
75,1.9510765739634066,0.5276,0.5414758859141938,0.5276,0.5268891115907625,0.6429583333333334,0.6429583333333333
76,1.9781932257398773,0.5241,0.5387412739681765,0.5241,0.5230100005360911,0.6423333333333333,0.6423333333333333
77,2.003279667866381,0.5209,0.5349479647685819,0.5208999999999999,0.5195990740063439,0.6469999999999999,0.647
78,2.0153907658178594,0.5218,0.5355873708053183,0.5218,0.52132068449626,0.6487083333333333,0.6487083333333333
79,2.0200051642671415,0.527,0.5400503021467304,0.5269999999999999,0.5273257434111307,0.6497083333333333,0.6497083333333333
80,2.0305918726740004,0.5298,0.5410843421222448,0.5298,0.530250035055601,0.6519583333333333,0.6519583333333333
81,2.0217483692531344,0.5339,0.5408162763631312,0.5338999999999999,0.5337575086891028,0.6535833333333333,0.6535833333333333
82,2.008742561823205,0.5342,0.5373749379975564,0.5342,0.5331655376656117,0.6532916666666666,0.6532916666666667
83,2.0054554003703444,0.5339,0.5350189104443022,0.5339,0.5321880892568676,0.6508333333333334,0.6508333333333334
84,2.0093742910819716,0.5308,0.5324332320232569,0.5307999999999999,0.5289219129645928,0.6530416666666666,0.6530416666666666
85,2.029707587217983,0.53,0.5330625706909196,0.53,0.5276770083360602,0.6535,0.6535
86,2.0610297782511653,0.5257,0.5317832983307591,0.5257,0.5235242758939169,0.6501666666666667,0.6501666666666667
87,2.0911668991740746,0.5241,0.5344664392274509,0.5241,0.5227413795628078,0.652375,0.652375
88,2.130612652513045,0.5215,0.5343564337551873,0.5215,0.5207886487720853,0.6526666666666667,0.6526666666666666
89,2.1627201219148273,0.5218,0.5361789258393197,0.5218,0.5217981591498064,0.6524166666666666,0.6524166666666666
90,2.1912162801887414,0.5235,0.5381776265848387,0.5235000000000001,0.5244570966698932,0.6534583333333334,0.6534583333333334
91,2.2043585777282715,0.5255,0.5379975419088532,0.5255000000000001,0.5266912866144966,0.6559166666666667,0.6559166666666667
92,2.2174206006376047,0.5257,0.5377115414241375,0.5256999999999998,0.5268188800650322,0.6607083333333333,0.6607083333333333
93,2.2117616934112356,0.5249,0.5351362228957224,0.5249,0.525439215569297,0.6643333333333333,0.6643333333333333
94,2.2044089217729206,0.5274,0.5365666651048495,0.5273999999999999,0.5278240287695908,0.667125,0.667125
95,2.2073780992363075,0.5275,0.5352586682702045,0.5275,0.5275180505119367,0.6685,0.6685
96,2.225645610048801,0.5262,0.533540255863739,0.5262,0.5259156478617656,0.669,0.669
97,2.2567815690100947,0.5262,0.5341528313334454,0.5262,0.5262600966777466,0.6687083333333333,0.6687083333333333
98,2.2946391739422762,0.5233,0.5325432469884546,0.5233000000000001,0.5234825825103674,0.6669166666666667,0.6669166666666667
99,2.3427334541006934,0.5198,0.5297057067910157,0.5197999999999999,0.5201790988821356,0.664875,0.664875
100,2.391907556147515,0.5157,0.5266801751819481,0.5157,0.5160499864353694,0.6640833333333332,0.6640833333333334
101,2.412161354777179,0.5155,0.5261860416795878,0.5155,0.5153594458714673,0.66425,0.66425
102,2.3962959564184843,0.5154,0.5252748132301434,0.5153999999999999,0.5147791010864792,0.664,0.664
103,2.366819381713867,0.517,0.5246446566447787,0.517,0.5156487592887938,0.66375,0.66375
104,2.334430996375748,0.5185,0.5248978181581826,0.5185000000000001,0.5169952517966498,0.6645,0.6645
105,2.3194640814503535,0.5169,0.5230386673431251,0.5168999999999999,0.515434259065046,0.66425,0.66425
106,2.3147462530981135,0.516,0.5218599084695101,0.5159999999999999,0.51406197751742,0.6642083333333333,0.6642083333333333
107,2.333972173401072,0.5141,0.5225894132660093,0.5141,0.5124881111974038,0.6624583333333334,0.6624583333333334
