round,client_id,phase,loss,accuracy,precision,recall,f1,num_examples
0,0,evaluate,1.5934916213154793,0.496,0.248,0.5,0.3315508021390374,2000
0,1,evaluate,2.5196403339505196,0.0,0.0,0.0,0.0,2000
0,2,evaluate,2.706680566072464,0.0,0.0,0.0,0.0,2000
0,3,evaluate,2.608377404510975,0.0,0.0,0.0,0.0,2000
0,4,evaluate,1.5934916213154793,0.496,0.248,0.5,0.3315508021390374,2000
0,5,evaluate,2.45742753893137,0.0,0.0,0.0,0.0,2000
1,0,evaluate,2.259024426341057,0.006,0.23958333333333331,0.0015012515012515011,0.0029695801275786706,2000
1,1,evaluate,2.284170739352703,0.06,0.21428571428571427,0.017172640119131905,0.028449662829271003,2000
1,2,evaluate,2.0543207451701164,0.6755,0.20861344994464948,0.1690628200204813,0.18593635337176684,2000
1,3,evaluate,2.0543207451701164,0.6755,0.20861344994464948,0.1690628200204813,0.18593635337176684,2000
1,4,evaluate,2.2785162180662155,0.1885,0.090625,0.04597560975609756,0.06100323624595469,2000
1,5,evaluate,2.335778035223484,0.002,0.125,0.000517063081695967,0.0010298661174047373,2000
2,0,evaluate,2.7702806442976,0.0,0.0,0.0,0.0,2000
2,1,evaluate,2.5141138583421707,0.0,0.0,0.0,0.0,2000
2,2,evaluate,2.562572196125984,0.0,0.0,0.0,0.0,2000
2,3,evaluate,1.0688112005591393,0.84,0.8400230458997503,0.8399577572964669,0.8399769566817622,2000
2,4,evaluate,2.6002060174942017,0.0,0.0,0.0,0.0,2000
2,5,evaluate,1.0688112005591393,0.84,0.8400230458997503,0.8399577572964669,0.8399769566817622,2000
3,0,evaluate,2.150758609175682,0.2665,0.15968521005631348,0.05335441341765368,0.07317213473315835,2000
3,1,evaluate,2.1153228133916855,0.343,0.1906841528914846,0.06754721701063164,0.09150392333153963,2000
3,2,evaluate,2.1895154640078545,0.17,0.13470744680851063,0.03486296576972323,0.052017750018564866,2000
3,3,evaluate,2.0546066612005234,0.2515,0.19123573124952117,0.05062083973374296,0.07202201716043387,2000
3,4,evaluate,2.0110096856951714,0.3545,0.17316087018749107,0.0709023709023709,0.10060915575904372,2000
3,5,evaluate,2.0546066612005234,0.2515,0.19123573124952117,0.05062083973374296,0.07202201716043387,2000
4,0,evaluate,2.6365258023142815,0.0,0.0,0.0,0.0,2000
4,1,evaluate,0.8111392948776484,0.8695,0.8708969564374478,0.8692556323604711,0.869316225942732,2000
4,2,evaluate,2.717359960079193,0.0,0.0,0.0,0.0,2000
4,3,evaluate,0.8111392948776484,0.8695,0.8708969564374478,0.8692556323604711,0.869316225942732,2000
4,4,evaluate,2.6366704776883125,0.0,0.0,0.0,0.0,2000
4,5,evaluate,2.6983582749962807,0.0,0.0,0.0,0.0,2000
5,0,evaluate,1.973680641502142,0.427,0.20907191472626951,0.09417552637064833,0.12699105733040814,2000
5,1,evaluate,2.165628306567669,0.2325,0.09935897435897437,0.046875,0.0636986301369863,2000
5,2,evaluate,1.9450025819242,0.3235,0.19376256689689525,0.07190796079684968,0.10342745356369334,2000
5,3,evaluate,2.165628306567669,0.2325,0.09935897435897437,0.046875,0.0636986301369863,2000
5,4,evaluate,2.114045687019825,0.1685,0.16002204940258036,0.03819370405482682,0.05936552916898216,2000
5,5,evaluate,2.025467086583376,0.336,0.18091261195836358,0.07469585433897291,0.1039810584017883,2000
6,0,evaluate,2.5551675111055374,0.0,0.0,0.0,0.0,2000
6,1,evaluate,2.716346003115177,0.0,0.0,0.0,0.0,2000
6,2,evaluate,0.773601246997714,0.882,0.8835013100577068,0.881752432155658,0.8818293615981477,2000
6,3,evaluate,0.773601246997714,0.882,0.8835013100577068,0.881752432155658,0.8818293615981477,2000
6,4,evaluate,2.589558109641075,0.0,0.0,0.0,0.0,2000
6,5,evaluate,2.626594215631485,0.0,0.0,0.0,0.0,2000
7,0,evaluate,2.20352029055357,0.13,0.09923664122137404,0.026209677419354836,0.04146730462519936,2000
7,1,evaluate,1.9469110704958439,0.3355,0.18794935312843322,0.07456585381897082,0.10620964970545049,2000
7,2,evaluate,2.20352029055357,0.13,0.09923664122137404,0.026209677419354836,0.04146730462519936,2000
7,3,evaluate,1.9223093762993813,0.359,0.20229436765598774,0.07978074644741312,0.11429887841368735,2000
7,4,evaluate,1.8021195344626904,0.5435,0.2063879100855565,0.1204447223959419,0.15180797423160095,2000
7,5,evaluate,2.046326421201229,0.19,0.17526119421278932,0.042921630544551906,0.06650227539275207,2000
8,0,evaluate,2.5560456588864326,0.0,0.0,0.0,0.0,2000
8,1,evaluate,0.716948252171278,0.891,0.5948948171170393,0.5938726745178359,0.5940747350294852,2000
8,2,evaluate,0.716948252171278,0.891,0.5948948171170393,0.5938726745178359,0.5940747350294852,2000
8,3,evaluate,2.4777042865753174,0.0,0.0,0.0,0.0,2000
8,4,evaluate,2.5395356565713882,0.005,0.25,0.00249500998003992,0.004940711462450593,2000
8,5,evaluate,2.74354150891304,0.0,0.0,0.0,0.0,2000
9,0,evaluate,1.6911598965525627,0.6075,0.20671176645417727,0.13467028003613368,0.1628241107866516,2000
9,1,evaluate,1.967595212161541,0.267,0.17875580795043883,0.0596476229280353,0.08915602304032055,2000
9,2,evaluate,2.172885984182358,0.044,0.2,0.00886936763952893,0.016324258687567223,2000
9,3,evaluate,1.8755216039717197,0.4245,0.18400969421956376,0.0848973848973849,0.11617296981674452,2000
9,4,evaluate,1.9543699100613594,0.2605,0.19046679815910586,0.05786756480359255,0.08854474001068818,2000
9,5,evaluate,2.172885984182358,0.044,0.2,0.00886936763952893,0.016324258687567223,2000
10,0,evaluate,2.545337960124016,0.01,0.2,0.003992015968063872,0.007827788649706457,2000
10,1,evaluate,0.6260319519788027,0.903,0.6034774520858711,0.6018518518518519,0.6022221270103997,2000
10,2,evaluate,2.4889058768749237,0.0,0.0,0.0,0.0,2000
10,3,evaluate,0.6260319519788027,0.903,0.6034774520858711,0.6018518518518519,0.6022221270103997,2000
10,4,evaluate,2.826515093445778,0.0,0.0,0.0,0.0,2000
10,5,evaluate,2.5212727785110474,0.002,0.2,0.0008205128205128205,0.001634320735444331,2000
11,0,evaluate,1.6050341352820396,0.6015,0.20884188489947467,0.13339170314780072,0.16263963076039667,2000
11,1,evaluate,2.1946945041418076,0.039,0.1,0.007862903225806451,0.014579439252336448,2000
11,2,evaluate,2.1946945041418076,0.039,0.1,0.007862903225806451,0.014579439252336448,2000
11,3,evaluate,1.8201939202845097,0.4485,0.20516018805085262,0.09965865521421076,0.1341133864845078,2000
11,4,evaluate,1.8316857777535915,0.3385,0.1919439492968905,0.07520807861009221,0.10803391941038488,2000
11,5,evaluate,1.9151329882442951,0.2615,0.1790619394323098,0.05829559501408145,0.08793679982173996,2000
12,0,evaluate,0.5575710674747825,0.9085,0.4554553867354688,0.4541770673323093,0.454675173202607,2000
12,1,evaluate,2.642807014286518,0.03,0.16666666666666666,0.00998003992015968,0.018832391713747645,2000
12,2,evaluate,2.440179891884327,0.0,0.0,0.0,0.0,2000
12,3,evaluate,2.8643575310707092,0.0015,0.14285714285714285,0.0004431969271679716,0.0008836524300441826,2000
12,4,evaluate,0.5575710674747825,0.9085,0.4554553867354688,0.4541770673323093,0.454675173202607,2000
12,5,evaluate,2.5228747874498367,0.017,0.4,0.006684177611006879,0.013046508926151107,2000
13,0,evaluate,2.19684299826622,0.024,0.2,0.004833909370199693,0.009272353198710042,2000
13,1,evaluate,1.897652756422758,0.2625,0.1580582839809331,0.05263321757393802,0.07896964032287053,2000
13,2,evaluate,1.7829910218715668,0.3645,0.17355219767809552,0.0729060916243665,0.10239798605135056,2000
13,3,evaluate,1.5249913819134235,0.623,0.20861350828954894,0.13845875894656384,0.16638179272453982,2000
13,4,evaluate,1.8738117590546608,0.4125,0.1846279264214047,0.08248298248298248,0.1133252244725994,2000
13,5,evaluate,2.19684299826622,0.024,0.2,0.004833909370199693,0.009272353198710042,2000
14,0,evaluate,2.265641361474991,0.0,0.0,0.0,0.0,2000
14,1,evaluate,2.7090898528695107,0.0075,0.13392857142857142,0.002215984635839858,0.004359831419851766,2000
14,2,evaluate,0.5976066533476114,0.91,0.3649095477386935,0.3640072964669739,0.3644551136169965,2000
14,3,evaluate,2.553018033504486,0.039,0.14285714285714285,0.011120615911035072,0.020634920634920634,2000
14,4,evaluate,0.5976066533476114,0.91,0.3649095477386935,0.3640072964669739,0.3644551136169965,2000
14,5,evaluate,2.380813665688038,0.054,0.3333333333333333,0.017694392328538668,0.03283626045330084,2000
15,0,evaluate,1.448827788233757,0.652,0.18862619406737052,0.1303364602876798,0.15415209302406946,2000
15,1,evaluate,1.8401374742388725,0.2535,0.19594594594594597,0.05064804147465438,0.08025085657108781,2000
15,2,evaluate,1.8401374742388725,0.2535,0.19594594594594597,0.05064804147465438,0.08025085657108781,2000
15,3,evaluate,1.9492664225399494,0.2305,0.16345347211433897,0.04642445623283756,0.07202116212229134,2000
15,4,evaluate,1.8528855331242085,0.404,0.1859643532029564,0.08078148078148077,0.11160639316058647,2000
15,5,evaluate,1.7691927962005138,0.3805,0.17388505098923823,0.07611330445321782,0.10521543585534618,2000
16,0,evaluate,2.532380633056164,0.024,0.11320754716981132,0.0062047569803516025,0.011764705882352941,2000
16,1,evaluate,2.5102172940969467,0.0635,0.24791666666666667,0.015847813391253567,0.028526694599479225,2000
16,2,evaluate,2.134989805519581,0.0,0.0,0.0,0.0,2000
16,3,evaluate,2.384123831987381,0.0765,0.25,0.018902439024390243,0.034637333693523335,2000
16,4,evaluate,0.5953138899058104,0.911,0.30575923949579265,0.30361143113159245,0.3045577118309883,2000
16,5,evaluate,0.5953138899058104,0.911,0.30575923949579265,0.30361143113159245,0.3045577118309883,2000
17,0,evaluate,1.8841945081949234,0.344,0.1883838599305455,0.06877606877606877,0.09806576402321084,2000
17,1,evaluate,1.7166650518774986,0.3735,0.19660533108987494,0.07481918842805939,0.10752325443709132,2000
17,2,evaluate,1.729762353003025,0.3995,0.17572368927554086,0.07990211960847844,0.10967765031507688,2000
17,3,evaluate,1.7166650518774986,0.3735,0.19660533108987494,0.07481918842805939,0.10752325443709132,2000
17,4,evaluate,1.9279519282281399,0.241,0.1607367653879282,0.048166653485645874,0.0739296921080571,2000
17,5,evaluate,1.4292525872588158,0.635,0.18961354603072295,0.12685928705440902,0.15200594209476087,2000
18,0,evaluate,2.6229055151343346,0.033,0.18425925925925926,0.008391137949226708,0.015996159668596355,2000
18,1,evaluate,0.5779987750574946,0.9035,0.26195771147064423,0.25804851510496674,0.2595650985526606,2000
18,2,evaluate,2.155745130032301,0.1905,0.2222222222222222,0.042201375859912446,0.07078338381310324,2000
18,3,evaluate,0.5779987750574946,0.9035,0.26195771147064423,0.25804851510496674,0.2595650985526606,2000
