round,loss,accuracy,precision,recall,f1,global_accuracy,weighted_accuracy
0,2.3042809933046753,0.1,0.01,0.1,0.01818181818181818,0.0,0.0
1,2.2288632513601567,0.1549,0.15428002316580142,0.15489999999999998,0.09255279177976922,0.15746850629874024,0.15746850629874026
2,2.4732119463667086,0.1991,0.1553192508129052,0.1991,0.12702016930328036,0.19516096780643868,0.1951609678064387
3,2.5734192374386367,0.2439,0.28179521254951906,0.24389999999999995,0.18181012079886036,0.2323535292941412,0.23235352929414116
4,2.120469971548153,0.3159,0.33735002532011465,0.31589999999999996,0.2871520703614855,0.2997400519896021,0.2997400519896021
5,1.8765556842465945,0.3661,0.3809892940067435,0.36610000000000004,0.36075350908907317,0.3489302139572086,0.3489302139572086
6,1.6920656659935094,0.3948,0.40965858876910943,0.39480000000000004,0.3860736730484664,0.38462307538492296,0.384623075384923
7,1.6113015715079972,0.411,0.42226899520951855,0.41100000000000003,0.3917644644972019,0.41101779644071185,0.41101779644071185
8,1.592730393892602,0.4193,0.4267910668432586,0.41929999999999995,0.3936021796997266,0.4133173365326934,0.4133173365326935
9,1.537271520759486,0.4402,0.4374236042942624,0.44020000000000004,0.41381608682717036,0.4367126574685063,0.4367126574685063
10,1.4967136277428157,0.4542,0.44594644471687006,0.4542,0.43099179960579,0.45400919816036794,0.45400919816036794
11,1.4529314131676396,0.4698,0.46365304775145927,0.46980000000000005,0.45178442538333796,0.4642071585682863,0.4642071585682863
12,1.4129483971414687,0.4867,0.48275780318016537,0.4867,0.4746846572111689,0.48170365926814634,0.48170365926814634
13,1.3948036522804936,0.4896,0.4873912657071983,0.4896,0.4817079408901157,0.49500099980004,0.49500099980004
14,1.375557407548156,0.4986,0.49555934855124956,0.49860000000000004,0.4923188319999827,0.505498900219956,0.505498900219956
15,1.3592034563233582,0.5064,0.5043208086777233,0.5064,0.5002267595392828,0.5124975004999001,0.5124975004999001
16,1.3449757491485983,0.5162,0.5142408036196221,0.5162,0.5104848756140962,0.5185962807438512,0.5185962807438512
17,1.3297995736327353,0.5249,0.5233112322198583,0.5248999999999999,0.51927049478349,0.5243951209758049,0.5243951209758049
18,1.3154595275468464,0.5343,0.5298878325934496,0.5343,0.5280357539131565,0.5382923415316937,0.5382923415316937
19,1.3012821930873244,0.5435,0.5381013273034101,0.5435,0.5367846751819736,0.5411917616476705,0.5411917616476705
20,1.2858873681177068,0.5483,0.5452692466857862,0.5483,0.5432502361891148,0.5495900819836033,0.5495900819836033
21,1.2726802871197085,0.5511,0.5517547088235281,0.5510999999999999,0.5476656002086709,0.5495900819836033,0.5495900819836033
22,1.2641435122188134,0.5511,0.5568907227117628,0.5510999999999999,0.5501699247774242,0.5518896220755849,0.5518896220755849
23,1.2524908162370514,0.5541,0.5581302599159975,0.5541,0.5543789979728608,0.5563887222555489,0.5563887222555489
24,1.2527824760992317,0.5584,0.5585435203563084,0.5584,0.557130736825085,0.5570885822835433,0.5570885822835433
25,1.2619699722603908,0.5598,0.5607453499970354,0.5598,0.5568487672888207,0.5531893621275744,0.5531893621275745
26,1.2578757790070545,0.5596,0.5600406483961542,0.5596,0.5560790118579173,0.5577884423115377,0.5577884423115377
27,1.2405961616129815,0.5629,0.5610375029654247,0.5629,0.5590850198852466,0.5660867826434713,0.5660867826434713
