round,client_id,phase,loss,accuracy,precision,recall,f1,num_examples
0,0,evaluate,2.2265735467274985,0.16136772645470907,0.11415736191637571,0.156147865459462,0.08874354173431712,1667
0,1,evaluate,2.243709193335639,0.15716856628674264,0.1758662585421406,0.15999440017672836,0.09743267600599509,1667
0,2,evaluate,2.2457891923409923,0.14697060587882424,0.2007490390656025,0.15665679074551647,0.0867838530974723,1667
0,3,evaluate,2.246416868986907,0.15296940611877624,0.12579885203043223,0.15450801532423297,0.09278287625654305,1667
0,4,evaluate,2.221682345425641,0.16316736652669467,0.10735532265273166,0.1542234498572669,0.0888314616981634,1667
0,5,evaluate,2.221972597969903,0.16316736652669467,0.10811860335292889,0.15560949218581305,0.09235790839214031,1667
1,0,evaluate,2.4810743066999645,0.20035992801439712,0.17889925253584144,0.20859206961940813,0.14056506973314886,1667
1,1,evaluate,2.512533938443219,0.20755848830233953,0.1662086861339146,0.20235443420454652,0.13376318280400615,1667
1,2,evaluate,2.502792861726549,0.1841631673665267,0.1414796262841195,0.20202282210872685,0.12195124676684736,1667
1,3,evaluate,2.4800139444845692,0.1853629274145171,0.13120260859329563,0.19413903862083434,0.11945358199326783,1667
1,4,evaluate,2.5029498912669994,0.19976004799040192,0.1570197760178868,0.19286422610206583,0.12518647654906467,1667
1,5,evaluate,2.5863230934849493,0.19376124775044992,0.21864158867332462,0.19558499627424414,0.12698327821312833,1667
2,0,evaluate,2.676476796468099,0.2375524895020996,0.3650835661694094,0.23842864816746565,0.1818409871791486,1667
2,1,evaluate,2.6081677189579717,0.22975404919016196,0.3100042671285328,0.2398499553053252,0.17724554859242186,1667
2,2,evaluate,2.6701394893504955,0.23155368926214756,0.22221455339424714,0.23979085749238305,0.1781692579239414,1667
2,3,evaluate,2.553775257534451,0.22315536892621476,0.23721236292298165,0.23887203006526841,0.17165765745257394,1667
2,4,evaluate,2.654531545109219,0.24415116976604678,0.22429349456668818,0.23860942580791553,0.1820847716827041,1667
2,5,evaluate,2.7004394972765886,0.22795440911817635,0.19811583612694741,0.2230378863279281,0.16376784735905364,1667
3,0,evaluate,2.137925218652796,0.3083383323335333,0.3166889132744644,0.3041306972444907,0.27763956632723863,1667
3,1,evaluate,2.2209570187109486,0.28434313137372524,0.3089371448728556,0.2934798543207239,0.2644883296660133,1667
3,2,evaluate,2.2858668080082647,0.30713857228554287,0.3227041177257981,0.30271299622253245,0.2796022823866524,1667
