round,cpu_percent,ram_gb,gpu_temp,gpu_util,vram_gb
0,119.3,1.34,0,0,0.02
1,8.0,1.37,0,0,0.02
2,240.6,1.37,0,0,0.02
3,226.3,1.38,0,0,0.02
