round,cpu_percent,ram_gb,gpu_temp,gpu_util,vram_gb
0,126.5,1.34,0,0,0.02
1,8.4,1.38,0,0,0.02
2,115.7,1.39,0,0,0.02
3,129.5,1.39,0,0,0.02
